,company_name,position_name,language,education,experience,responsibility,personality
330,Booking.com B.V.,Role 1: Python CLI & Role 2: RShiny Dashboard,English,Unknown,Role 1: 1+ year developing Python applications; 1+ year (OLTP) SQL experience; Experience developing Python CLI applications; Experience working with REST APIs; Role 2: 1+ year developing R applications; 1+ year developing Shiny dashboards in R; 1+ year Kubernetes experience; 1+ year (OLTP) SQL experience; Experience working with REST APIs; Experience working with business stakeholders to understand requirements and develop appropriate reporting solutions.,Unknown,Role 1 & Role 2: High level of independence and autonomy in managing processes; Experience managing processes end-to-end across different tools
331,UWV,Senior Service Delivery Manager,Dutch,Unknown,"Minimum 7 years of experience in setting up supplier contracts and service management processes in the past 10 years; Minimum 5 years of experience with government (affiliated) organizations, particularly in social security and their specific business processes; Minimum 5 years of experience with technical migration projects in complex organizations; Knowledge and experience in the field of AVG and security; Minimum 5 years of experience working in an Agile environment and familiar with the associated principles and methodologies.",Unknown,Unknown
332,ASML Holding N.V.,Java Developer,English,Unknown,Unknown,"Application specialist, software architect, and senior developer for web-based applications used by ASML factory and field engineers to build, install, upgrade, and repair ASML products more efficiently; Creating optimized work plans and supporting operators in the execution of those plans; Applying software engineering practices such as requirements engineering (user story definition), object-oriented analysis and design, implementation in Java, testing, and integration.",Unknown
333,UWV,IT Architect,Dutch,Unknown,3 years of experience as an IT Architect or a similar function; demonstrable experience working in politically sensitive environments; demonstrable experience working within complex ICT projects as an IT Architect; demonstrable experience advising clients at a tactical level; experience in drawing up and reviewing the IT component within project start architectures.,Unknown,Unknown
334,Uitvoeringsinstituut werknemersverzekeringen (UWV),UML Ontwerper,Dutch,Unknown,"Experience with Web API Services (RESTful and SOAP); Standards such as JSON, XML, WSDLs, XSDs; Modeling in UML; Good command of the Dutch language.",Unknown,Unknown
335,Ministerie van Buitenlandse Zaken,Product Owner,Dutch,Completed HBO/WO-education,5 years of experience as a Product Owner; 3 years of experience as a PO in Agile Software Development projects with multiple teams (Scaled).,Unknown,Able to quickly master a new business domain; knowledge of modern software development methodologies; knowledge of user acceptance testing and worldwide implementation projects; affinity with complex automated information systems and large-scale change projects; written and oral proficiency in Dutch and English.
336,Ministerie van Buitenlandse Zaken,(Technical) Project Manager for IMS Project,Dutch,"Minimum completed HBO education in Informatics, Information Science, Functional Management, Information Science or other ICT-related field; Completed Agile Scrum Overview training; Completed Professional Scrum Product Owner training","Demonstrable extensive knowledge of and experience with (minimum 2 years) Product Ownership, preferably in the field of integrations; demonstrable knowledge of and recent experience (minimum 2 years) with networks and integration architecture, integration patterns and models; experience working with multidisciplinary teams and agile development processes (preferably Scrum and SAFe).",Unknown,"Knowledge of technical trends such as web services, REST APIs, Service Publication, API authentication/authorization, certificates, API keys, ESB and API gateways; speaks the language of the client and the IT organization and connects these worlds; proactive attitude and approach; strong analytical skills; able to persuade or enable stakeholders to reach compromises; team player; strong interpersonal skills; good command of the Dutch language, both written and spoken."
337,Ministerie van Buitenlandse Zaken,Business and Information Analyst,Dutch,"Academic work and thinking level, through education or a comparable combination of knowledge and experience","Extensive demonstrable knowledge of and experience with business and information analysis within an agile environment (minimum 5 years); minimum of 3 years demonstrable experience with scrum, within more than one project (within the last 5 years); demonstrable knowledge and experience working within a chain-wide production process where responsibilities of parties, insight into progress, planning and team maturity are guaranteed.",Unknown,"Demonstrable knowledge and experience of just-in-time and just-enough principles for setting up project documentation and functional management documentation using use cases, domain models (UML), business rules and activity diagrams; demonstrable knowledge and experience with system development and the development of applications under architecture; preference for a good knowledge of Dutch and English language (able to read and write detailed English texts, convey information or provide reasons in support of or against a specific standpoint)."
338,Ministerie van Buitenlandse Zaken,Unknown,Dutch,"HBO Information Service Provision and Management, Documentary Information Management or equivalent",Unknown,Unknown,"Basic advisory skills, including intake interviews, presentations and oral and written reporting; successfully completed the ‘Leergang Aankomend Record Manager’ (LARM) training; writing skills, particularly the drafting of advice and progress reports, action plans and other relevant documents; knowledge of relevant legislation and regulations, organisation-specific procedures relating to information and records management and national developments in this area; knowledge of the selection system for government archives and skilled in drawing up and coordinating selection instruments; a drive for innovation in this area is a plus; knowledge of ordering and retrieval methods and techniques, such as classification schemes, documentary structure plans and thesauri."
339,Ministerie van Buitenlandse Zaken,Unknown,Dutch,HBO work and thinking level,"Minimum 5 years of experience in developing and implementing risk management, information security and compliance.",Unknown,"Excellent command of the Dutch language, both written and spoken, demonstrable with e.g. written articles, reports, policy texts related to risk management and compliance; CISSP/CISM/CISA certification is a plus; general up-to-date knowledge of the field of information provision and communication; strong influencing and advisory skills; demonstrable coordinating and conversational skills; able to work methodically, structurally and independently; knowledge of and experience with the functioning of national and international government (administrative/strategic insight); a ‘an agreement is an agreement’ mentality; a service-oriented attitude."
340,Ministerie van Buitenlandse Zaken,Senior Contract Manager,Dutch,"HBO/WO work/thinking level.  Completed relevant contract management courses/training, as well as procurement training(s). NEVI 2 or equivalent.",Experience within complex organizations and/or within the Dutch national government with similar work involving (government) procurement and (ICT) contract management.,Unknown,"Service-oriented and results-driven; decisive and stress-resistant; structured and accurate; affinity with ICT and experience with MS Office and SharePoint; experience in a diplomatic environment is a plus; organizational sensitivity; communicative, business-oriented, connector and negotiation skills; successful functioning both independently and as part of a team."
341,Belastingdienst,Testco rdinator Integratie,Dutch,HBO,"Keten en integratietesten op mainframe, Review ontwerp producten, Ervaring met Cool gen, JAVA en SOA, Testmanagement, Mainframe omgevingen, Verservicede omgevingen gebaseerd op Open Shift",Maintaining the smooth operation of online environments. Contributing to the reliability and efficiency of ICT systems and information provision.,Unknown
342,Ministerie van Buitenlandse Zaken,Junior Functioneel Beheerder,Dutch,Unknown,Junior functioneel beheerder or IT affinity and willingness to learn functional management; experience with consular processes and business operations (preferred),Supporting the consular service provision to Dutch citizens abroad and contributing to the regulation of foreign traffic to the Netherlands.  Involves both policy development and implementation.,"Client and solution-oriented, calm under pressure, team player, analytical, proactive, structured, accurate, good planning and organizational skills, results-oriented"
343,Ministerie van Buitenlandse Zaken,Functioneel Beheerder (likely),Dutch,HBO work and thinking level,"Minimum 4 years demonstrable experience as a functional administrator; experience working with BISL, ITIL, or similar frameworks; experience with scrum/agile and project work","Working on the modernization of the Activities Cycle at the Ministry of Foreign Affairs, specifically a project to make the business process more efficient and develop a new information system (IMPACT).  The long-term placement of the role will be determined after project completion.",Unknown
344,Ministerie van Buitenlandse Zaken,Adviseur Informatiemanagement,Dutch,"Completed HBO education, preferably in Information Science, Functional Management, IV Architect, Information Science, or other ICT-related field","Minimum 2 years of experience with information analysis, development, and implementation in complex environments and the design of change processes, shared service components, and government service centers at the intersection of ICT, Personnel, Finance, and Travel.",Unknown,Unknown
345,Ministerie van Buitenlandse Zaken,Datamigratie Expert,Dutch,"Completed HBO education, preferably in Information Science, Functional Management, IV Architect, Information Science, or other ICT-related field","Minimum 2 years of experience with information analysis, data migration; knowledge and experience with various coupling techniques (XML, API, etc.); knowledge and understanding of the methods and techniques of data transformation and testing, as well as knowledge of project management and BISL; knowledge of and insight into Enterprise and domain Architecture (Togaf)",Unknown,Unknown
346,Ministerie van Buitenlandse Zaken,Senior Consultant (likely),Dutch,HBO work and thinking level,"Proven work experience as a Senior Consultant (minimum 10 years); extensive experience with (EU) tenders and writing Statements of Requirements for contact centers; knowledge and experience in selecting and implementing Omnichannel Contact Centers; demonstrable knowledge of and experience within the Contact Center market; demonstrable expertise in various customer interaction channels (telephony, email, social); experience in (co-)drafting framework and umbrella agreements; demonstrable experience with various suppliers within the Contact Center market.",Unknown,Able to translate customer needs (including internal customers) to specialists; hands-on mentality and can structure and document well
347,Ministerie van Buitenlandse Zaken,PMO (likely),Dutch,HBO degree,"Project management experience (Prince2); minimum 1 year of relevant and demonstrable experience as a PMO; demonstrable experience and/or affinity with multiple implementation projects/projects within large organizations with an ICT component; excellent knowledge of Office applications (Word, Excel, PowerPoint, Outlook)",Unknown,"Flexible, adaptable, accurate, results-oriented, efficient, stress-resistant, environmentally aware, independent, cooperative"
348,Ministerie van Buitenlandse Zaken,Tester,Dutch,"Academic work and thinking level, or a comparable combination of knowledge and experience","TMap or ISTQB certification; extensive demonstrable knowledge of and experience with test management in a complex environment; demonstrable knowledge and experience with chain testing involving API integrations; demonstrable affinity with employment conditions schemes and/or HR administration, preferably within the national government (preferred); demonstrable experience with system development and the development of applications under architecture; experience with complex technical projects; experience with involving users in a complex process",Unknown,Unknown
349,Ministerie van Buitenlandse Zaken,Solution Architect,Dutch,"Academic/HBO work and thinking level, or a comparable combination of knowledge and experience","Demonstrable experience with system development and developing applications under architecture; demonstrable extensive knowledge of and experience with architecture in a complex environment (technical or policy-related, large-scale, large number of parties, conflicting interests, expectation management); experience with Agile/Scrum software development; experience and knowledge of environments where classification and categorization of information is important and with the implementation of BIR / BIO (ISO27001) or variants thereof (preferred)",Unknown,Unknown
350,Ministerie van Buitenlandse Zaken,Product Owner,Dutch,Completed HBO education,"Demonstrable experience in managing multiple agile teams; demonstrable experience (3+ years) with Agile/Scrum; possession of PSPO and CSPO certificates; preferably experience with developing websites/portals and content management systems (such as Liferay); knowledge of cloud technology (preferably Azure); experience with information security (BIO); experience and skills of a Product Owner as mentioned in the Scrum Guide, as well as implementing lean and agile methods and techniques; experience with stakeholders/stakeholder management; experience with coaching new and existing Product Owners; contributing to refinement, planning based on epics/stories; work experience in government (preferred); affinity with complex automated information systems and large-scale change projects; awareness of security, privacy and compliance",Unknown,Unknown
351,Ministerie van Buitenlandse Zaken,Unknown,Dutch,HBO work and thinking level,Successful experience working with BISL or similar frameworks; excellent knowledge of Dynamics CRM,Unknown,"Analytical, socially strong, passionate about innovation, able to enthusiastically engage colleagues in using business applications"
352,Ministerie van Buitenlandse Zaken,Adviseur Informatiemanagement,Dutch,"Completed HBO education, preferably in Information Science, Functional Management, IV Architect, Information Science or other ICT-related field","Minimum 2 years of experience with information analysis, development and implementation in complex environments and the design of change processes, shared service components and government service centers at the intersection of ICT, Personnel, finance and travel.",Unknown,Unknown
353,Ministerie van Buitenlandse Zaken,Adviseur Compliance,Dutch,HBO work and thinking level,Minimum 3 years of demonstrable experience in information security; experience with audit processes and evidence gathering; experience working in national and international contexts (administrative/strategic insight); experience working for government agencies is a plus.,Unknown,"Strong influencing and advisory skills; excellent command of Dutch and English, both written and spoken; able to communicate and present with a healthy dose of humor; proactive and enterprising character."
354,Ministerie van Buitenlandse Zaken,Product Owner,Dutch,"Completed HBO education in Information Science, Functional Management, Information Science or other ICT-related field","PSPO certification; demonstrable extensive knowledge of and experience with (minimum 2 years) product ownership, preferably in the field of content management systems and within the Dutch national government; experience working with multidisciplinary teams and agile development processes (preferably Scrum and SAFe)",Unknown,Unknown
355,Ministerie van Buitenlandse Zaken,Unknown,Dutch,HBO-level degree,Project management experience (Prince2); minimum 1 year of relevant and demonstrable experience as a PMO; demonstrable experience and/or affinity with multiple implementation projects within large organizations with an ICT component; experience with the development and innovation of work environments is a plus; experience communicating at an operational level is a plus.,Unknown,"Hands-on mentality, ability to structure and document; strong sense of collaboration (also outside own frameworks); excellent command of Dutch and English, both written and spoken; proactive contribution is highly desirable."
356,Belastingdienst,Solution Architect,Dutch,Completed WO (University) degree,"Excellent knowledge of and experience with architecture and IT technology; knowledge of and experience with agile architecture (6+ years); knowledge of IT architecture based on Domain Driven Design and Cloud Native concepts (4+ years); knowledge and experience in converting monolithic landscapes to service-oriented landscapes (4+ years); Java development is a plus; experience with Bizzdesign, SAFe, Scrum, Jira, and Confluence is a plus; cloud computing knowledge and experience is a plus.",Unknown,Unknown
357,Belastingdienst,Scrum Master,Dutch,"HBO work and thinking level in a relevant field, such as technical computer science",Minimum 3 years of experience as a Scrum Master; experience with SAFe or other comparable Scaled Agile frameworks; minimum 3 years of experience coaching teams to a higher maturity level; experience with Jira and Confluence is a plus.,"Guiding, motivating, and encouraging colleagues in the Conti-team within the Tax Train and taking the lead there; requires a minimum of two days presence in the Apeldoorn office.",Unknown
358,Belastingdienst,Scrum Master,Dutch,HBO work and thinking level,Demonstrable experience as a dedicated scrum master in a comparable environment (3+ years); Preferably Professional Scrum Master level 1 and 2 (PSM-1 & PSM-2) certificate,Unknown,Unknown
359,Belastingdienst,Scrum Master,Dutch,HBO work and thinking level,"Minimum 3 years of experience as a Scrum Master; PSM I certification or equivalent; knowledge of the Atlassian Suite (Jira, Confluence, and Bitbucket); experience in complex development environments with large-scale transaction processing (service-oriented architecture).",Unknown,Unknown
360,UWV,Scrum Master,Dutch,Completed Bachelor's or Master's degree,"In the past three years, a minimum of two demonstrable Scrum Master assignments performed with change management elements as described in the job description; in the past three years, a minimum of two assignments performed in an administrative organization with more than 5000 employees; multiple completed training courses (certificates/diplomas) in agile scrum work.",Unknown,Unknown
361,Koninklijke KPN N.V.,Senior Full Stack Developer,English,Unknown,"Full stack development experience; recent experience with Angular; senior-level experience leading teams (hard and soft skills); understanding of object-oriented principles, data structures, algorithms, and design patterns; experience translating customer needs into IT design; experience with complex enterprise technology; experience in the Telco industry (preferred); experience with network infrastructure (preferred).","Leading a team of developers; designing and developing software applications; translating customer needs into IT designs; working with complex enterprise technology; contributing to DevOps tasks (80% development, 20% operations).",Leadership skills; strong communication skills; ability to understand customer needs; ability to work both independently and collaboratively;  proactive and solution-oriented.
362,Yacht Group Nederland B.V.,Agile Coach,English,HBO and/or WO diploma,"Minimum 5 years of experience in Agile roles (SM, PO, BO, or RTE) within large/corporate organizations or non-profit organizations; strong knowledge of Agile methodologies (SAFe, Scrum, Kanban); experience in conducting training sessions and workshops; relevant certifications such as CST, PST, PSM, PSPO, and SAFe.",Guiding teams towards successful Agile adoption; influencing and inspiring teams to embrace Agile principles; conducting training sessions and workshops.,Passionate about Agile principles; strong influencing and inspiring skills.
363,Yacht Group Nederland B.V.,Scrum Master,English,HBO and/or WO diploma,"Minimum 3 years of experience as a scrum master within large/corporate organizations or non-profit organizations; Certified Scrum Master (CSM), PSM1, or PSM2; SAFe Certification or willingness to get certified; experience with agile tools and frameworks (e.g., Jira, Confluence).",Facilitating Scrum events; removing impediments; coaching the development team and product owner; ensuring the team adheres to Scrum principles and practices.,"Excellent communication, facilitation, and interpersonal skills; ability to adapt and thrive in a fast-paced and dynamic work environment."
364,DAF Trucks N.V.,Technical Application Manager,English,Bachelor's or Master's degree in IT or similar work experience,"Understanding of the ITIL framework; experience with SCRUM/Agile way of working; Azure DevOps, SQL, MSMQ, and WCF knowledge.",Unknown,Proactive; problem-solving; structured; analytical; ownership; team player; ability to bring extra energy to the team; excellent communication skills.
365,Thales Nederland B.V.,Data Architect,English,Bachelor's or Master's degree in a relevant field,"Proven experience as a Data Architect in a large, complex organization; in-depth knowledge of data architecture principles, practices, and emerging trends; strong stakeholder management and communication skills; experience with data governance and compliance; technical proficiency in data modelling, ETL processes, and data warehousing; familiarity with cloud-based data solutions (preferred); experience working agile.","Developing and championing the data architecture strategy; driving a data-driven culture; collaborating with business stakeholders to understand their data needs; designing and maintaining a robust data architecture; implementing best practices for data modelling, integration, and governance; establishing and enforcing data governance policies; leading the evaluation and adoption of emerging technologies; collaborating with cross-functional teams; mentoring and guiding team members; communicating complex data concepts to technical and non-technical audiences; fostering a collaborative and innovative environment.",Inspirational leadership qualities; passion for driving data-driven decision-making; strong communication skills; ability to work collaboratively; positive and forward-thinking mindset.
366,ASML,Business Process Consultant,English,Unknown,"Experience in structural, end-to-end cross-sector problem-solving; experience creating and improving business processes and supporting tools; experience implementing and driving changes in cross-sector processes; experience using lean six sigma or other common project management techniques; experience in project scope management (widening and narrowing); experience with smooth and timely transition of ownership of solutions to line organization.","Solving structural, end-to-end cross-sector problems; creating and improving business processes and supporting tools; implementing solutions and ensuring proper embedding and rollout; preparing and enforcing tactical/managerial level decisions; supporting project lead in defining the project; challenging project scope; ensuring smooth and timely transition of ownership of solutions; initiating and leading new actions at project boundaries; communication of status to various stakeholder levels.",Entrepreneurial; proactive; problem-solving skills; ability to work across sectors and with different stakeholders; decisive; ability to challenge existing processes and scope.
367,ASML,Project Manager,English,Unknown,Experience managing multiple cross-departmental initiatives; experience working with both agile and traditional project management methodologies; experience communicating across different teams (ARTs); experience managing budgets and financial reporting.,Maintaining overview of key tasks; identifying dependencies; communicating status updates and generating newsletters; decision-making with different POs and management levels; technical alignment with architects and system engineers; ownership of budgets and financial reporting; ensuring timely delivery and organization of activities; communication of status to different stakeholder levels.,Flexible; able to handle multiple ongoing assignments simultaneously; able to focus on multiple planning items; strong communication skills; decisive.
368,ASML Netherlands B.V.,Program Manager,English,"Master's degree or bachelor's degree with relevant working experience in Information technology or data management, Supply chain management, or Business economics.",7+ years of experience managing projects or programs in corporate environments; understanding of business processes and performance management; understanding of how functional requirements become technical solutions; experience with data modeling (a plus).,"Managing and running departmental performance management processes; managing projects end-to-end (scoping, initiation, development, implementation, closure); shaping and managing cross-functional teams; stakeholder management; planning and priority setting; backlog management (if DevOps and Scrum are relevant); escalation management; deployment of deliverables into the standing organization.",Unknown
369,Stichting Sanquin Bloedvoorziening,Functioneel Beheerder AFAS (Payroll / HRM),English,HBO degree,"Experience with HR processes, process improvement, and project work; experience with AFAS (preferred); knowledge of HR and relevant legislation (preferred); knowledge of ICT methods (Agile, Scrum, ITIL, ASL/BISL, preferred).",Unknown,Unknown
370,Gemeente Groningen,Unknown,Dutch,HBO-level and above,"Some experience with similar projects; experience in advising and implementing the digital accessibility of websites and apps; knowledge of accessibility standards and guidelines (WCAG and EN 301 549); experience working at the interface of policy, but especially I&ICT and business, preferably in a municipal environment.",Unknown,"Able to work independently and is results-oriented; communicates easily, orally and in writing; works accurately, precisely and meticulously; keeps appointments and works quality-oriented, planned and structured."
371,Yacht Group Nederland B.V.,Product Owner,"English, Dutch",HBO and/or WO diploma,At least 4 years of experience as a Product Owner,Unknown,Unknown
372,Randstad Global IT Solutions B.V.,Tester,English,Unknown,Experience with setting up a test environment; experience with analyzing and creating Requirements; experience with designing and running test cases; knowledge of defect management tools (preferably Jira); strong knowledge of SQL queries writing and execution; able to read and write basic code in Python; experience with ETL pipelines; familiar with automated testing; familiar with Restful API's; Google Cloud Platform experience is a must.,Unknown,"Strong analytical, organizational, and critical problem-solving skills; excellent written & verbal communication skills; able to do a deep dive into the matter/application being tested, but also sees the bigger picture to monitor overall quality."
373,Alliander N.V.,Unknown,Dutch,"HBO+/WO level; preferably a technical education in the field of data science or OT, technical innovation, or equivalent.","Relevant work experience in forecasting, AI models and machine learning, at the interface of innovation and content; experience as an innovator or entrepreneur and experience with innovation; experience with Agile working in the role of Product Owner.",Unknown,Persuasive and able to easily move at different levels within and outside the organization; persistent and does not accept 'no'; conceptual and strategic ability and at the same time pragmatic; thinking and doing go hand in hand.
374,Thales Nederland B.V.,DevOps Engineer,Dutch,HBO or WO degree in (technical) computer science or Computer Science,"Proven experience (mid-level+) in setting up, configuring and further developing a CI/CD environment with Jenkins and/or GitLab, within a complex infrastructure; experience with Docker/Podman and Kubernetes for running software in containers; several years of experience with Java or C++, in combination with Maven.",Point of contact for teams when there are problems with the tools; work closely with other DevOps Engineers from other departments who do similar work.,"Proactive and creative, open and flexible, team player; results-oriented, shows initiative and communicates clearly."
375,Thales Nederland B.V.,Software Developer,Dutch,HBO or WO degree in (technical) computer science or computer science,Extensive experience with programming languages C and C++ and/or Java and with the development of real-time software; minimum 3 years of experience with Java and/or C++17; experience with Maven and/or CMake; container development; OSGi and/or Celix; Gherkin/TAF; Python; Bazel.,Unknown,"Creative, open, flexible, team player; results-oriented, shows initiative and communicates clearly."
376,Thales Nederland B.V.,Unknown,Dutch,Completed WO or HBO education in a technical field,Preferably several years of experience in specifying cybersecurity solutions; experience in an organization where complex technical products are developed.,Unknown,"Good analytical and conceptual skills; communicative, proactive, and easily talks to different people; team player and enjoys working in multidisciplinary teams."
377,Gemeente Helmond,Application Manager Suite,Dutch,"HBO work and thinking level, supplemented with relevant vocational training or courses","Experience working with application Suite, planning software, rules software and related applications; knowledge of and experience with application management (ASL2), project-based and/or agile working.",Unknown,Seeks and establishes connections easily; tailors communication to different target groups.
378,Gemeente Helmond,Application Manager Suite,Dutch,"HBO work and thinking level, supplemented with relevant vocational training or courses.","Experience working with application Suite, planning software, rules software, and related applications; knowledge of and experience with application management (ASL2), project-based and/or agile working.",Unknown,Seeks and establishes connections easily; tailors communication to different target groups.
379,KPN B.V.,Network Specialist,Dutch,MBO/HBO work and thinking level,"Minimum 5 years of experience in a comparable role; experience with HP and network equipment; knowledge of Netscalers, IPAM, and Firewalls; experience with automation, preferably via scripting with Powershell.",Participate in on-call duties and operational tasks.,Broad knowledge of layers 1 through 7 of the OSI model; strong technical insight; communicates in Dutch (both written and spoken); understands how the technical world works and is well-informed about developments in the field of ICT security; attention to detail and an overview of the bigger picture.
380,Hyster-Yale Nederland B.V.,Unknown,Dutch,"Bachelor in I(C)T or Business management preferred, Master optional","3+ years of experience in IT or Business Management roles; Knowledge of Project management is preferred; Knowledge of Business Processes; Knowledge of Cobol, SQL, MYSQL, is real plus; Experience in Visual Basic is nice to have","Develops functional and system design specifications. Client engagement for small, medium and assist with large projects. Develop detailed test plans for proper user involvement and verification. Lead testing efforts. Lead business planning needs analysis and business risk assessment as pertains to assignments. Make recommendations for development and enforcement of project schedules and deadlines. Communicate and apply project standards. Recommend improvements to business processes as pertains to areas of expertise. Participate in evaluation and recommend solutions. Actively participate in development of training requirements and provide feedback to supervisor on results or follow up required. Provide feedback to mentor/supervisor on day-to-day work and working relationship with clients and team members. This position will facilitate the joint and common effort to put cost effective common solutions in place across HYG globally. Effective communication and project skills to aid in the decisions required for JAD (joint application development). Will also participate in sessions where users are positioned remotely around the world. The position will assist with continuous improvement initiatives with a goal of maintaining consistency and commonality globally.",Unknown
381,Yacht B.V.,Business Information Manager,Dutch,"Minimum HBO (Higher Professional Education) diploma; Ideally in Business & IT, but other backgrounds such as behavioral sciences or psychology are also considered.","2 years experience as a Functional Administrator; 3 years of relevant work experience; Experience as a Functional Administrator, Information Analyst, Process Manager, Information Consultant, or Information Manager.","Perform varied assignments as a Functional Administrator at clients such as TNO, UWV, Hogeschool Utrecht, DUO, and Defensie; further develop expertise.",Unknown
382,ABN AMRO,Product Owner BI voor FEC,English,Unknown,"> 5 years of experience as a PO (or similar role); Proven experience and knowledge in the field of Financial Economic Crime; Deep understanding of BI principles and experience managing BI projects; Experience with self-service BI environments; Data analytics solutions; Strong knowledge of Azure Synapse Analytics for data integration, storage, and analysis; Understanding of Synapse architecture and its deployment for enterprise-wide data solutions; Experience with Microsoft Fabric, including integration and collaboration with Synapse; Experience working in an Agile/Scrum environment; Ability to lead Scrum events and facilitate the development of user stories.",Leads a team to develop and operationalize BI solutions for Financial Economic Crime; Inspire and motivate the BI team; Provide leadership by setting a vision and direction for the team.,Unknown
383,Visma Raet B.V.,Unknown,Dutch,HBO or WO (Higher Professional or University) level of education,"Demonstrable experience in performing and presenting data analyses; Experience in identifying the real need behind a question and translating this into concrete deliverables; Experience with data visualization tools (Tableau / Power BI) is a plus; Knowledge and experience with SQL; Agile development & Delivery practices and tools; Relational and dimensional modeling, data mapping, ETL / ELT; Ability to break down complex problems into manageable sub-problems.","Play a significant role in the success of Visma | Raet and the satisfaction of our clients and employees; Contribute to improving current processes to ensure efficient operation;  Work within the Data Insights & Automation team, collaborating with business analysts and data engineers; Work with products that deliver real value to clients.","Excellent communication skills;  Methodical approach and analytical skills; Eye for quality, documentation, architecture, standards, user-friendliness, short/long-term considerations, maintainability, and security;  Proactive in seeking collaboration with colleagues."
384,Gemeente Den Haag,Unknown,Dutch,Unknown,Experience in giving (M365) trainings; Experienced in developing training materials and programs and adapting existing training programs; Ability to translate the needs of a user in an executive function to the configuration of SharePoint.,Guiding employees of different levels individually and in larger groups; Training others in the use of SharePoint and OneDrive;  Thinking and working from different roles and assisting colleagues when needed.,"Comfortable guiding employees of various levels, individually and in groups; Passionate about training others in SharePoint and OneDrive and able to convey this enthusiasm; Affinity with IT (primarily SharePoint and other Microsoft applications);  Able to think and work from different roles and readily assist colleagues when needed."
385,Gemeente Helmond,DSPO,Dutch,HBO/WO (Higher Professional Education/University) level,"Experience is not explicitly stated, but certifications are required.  The job requires experience in handling the tasks listed under the responsibilities section.",Policy development and implementation (contributing to information security and privacy policy and plan; coordinating implementation and execution; stimulating security awareness); Advice (advising on privacy and information security questions; initiating and conducting risk analyses and DPIAs; advising on information security and privacy in ongoing projects); Process management (coordinating the accountability process for information security and privacy; providing input for audits; reporting periodically on information security and privacy; maintaining an up-to-date register of data processing; handling information security incidents and data breaches).,"Contributes positively to creating support and understanding of security and privacy risks and compliance with security and privacy rules; Identifies improvement opportunities, makes suggestions for solutions, and contributes to their implementation; Possesses strong communication skills and persuasiveness, particularly for intervening in security incidents and creating support and awareness in the field of information security and privacy; Has an affinity with the social domain."
386,Yacht Inhouse Services B.V.,Programmamanager,Dutch,HBO or WO (Higher Professional Education or University) degree,Minimum 3 years of relevant IT project management experience,"Leads and motivates the program team; Manages political and administrative aspects; Oversees the program's overall progress and impact; Coaches the team, negotiates, and handles conflicts; Manages project leaders focusing on outputs; Ensures adoption within the organization; Facilitates smooth implementation in line with agreed quality and acceptance criteria.","Enthusiastic and experienced; Shows leadership and motivates people; Aware of political and administrative dynamics;  Able to spar and advise stakeholders and the program team; Maintains contact and keeps the environment informed; Shows style flexibility in coaching, negotiation, and conflict resolution; Quickly switches between different levels, maintains an overview, and keeps on track;  Pragmatic; Inventive and gets things done; Stress-resistant; Possesses strong communication and social skills; Clear, convincing, and easily switches between different levels."
387,Yacht Inhouse Services B.V.,Unknown,Dutch,Unknown,"Experience working within municipal organizations; Proven work experience with PowerBI, ETL, FME",Unknown,"Sharp and analytically strong; Asks questions until the client's needs are fully understood; Organizes work to allow colleagues to easily take over tasks; Independent, entrepreneurial, and team-oriented."
388,UWV,IT Consultant,Dutch,HBO/Academic degree in Information Science,"Proven experience with ISMS, BIR/BIO, CIS controls, and risk management;  Previous work as a Security Consultant/Expert or IT Risk Manager; Proven experience with quality management (BIR/BIO) assignments within the government.","Examines information security within systems and processes with a risk-based approach;  The exact responsibilities are not explicitly defined but likely involve consulting on information security, risk assessment, and compliance within the Baseline Information Security for the Government (BIO) framework.",Unknown
389,gemeente Helmond,Unknown,Dutch,MBO+/HBO (Senior Secondary Vocational Education/Higher Professional Education) level; Preferred background in (administrative) information science or business informatics,Knowledge of IT contract management,Unknown,Open and approachable; Able to connect with people and communicate at different levels; Decisive and persuasive; Problem-solving and results-oriented; Analytical and critical;  Eager to learn and quickly pick up new things.
390,UWV,Unknown,Dutch,HBO work and thinking level,Knowledge of UWV's data management and specific knowledge of the data provided by Data Services; Knowledge of the business processes of data suppliers and customers; Knowledge of the entire range of data products; Knowledge of relevant systems used within Services.,Unknown,Unknown
391,UWV,Unknown,Dutch,HBO work and thinking level,Knowledge of UWV's data management and specific knowledge of the data provided by Data Services; Knowledge of the business processes of data suppliers and customers; Knowledge of the entire range of data products; Knowledge of relevant systems used within Services.,Unknown,Unknown
392,UWV,Product Owner Datawarehouse,Dutch,"PSPO 1 Certificate (Professional Scrum Product Owner), knowledge of SAFe, Jira, Confluence and Miro","Minimum 3 years of experience as a Product Owner, preferably within a complex political and administrative environment in the last 5 years; Proven experience with complex technical issues; Proven knowledge and experience with data warehouses and their associated processes; Proven recent experience in guiding multiple teams; Proven extensive experience in planning, organizing and prioritizing; Proven communication skills: Able to explain complex issues simply.",Unknown,Excellent communication skills; Ability to explain complex issues simply.
